# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 11 07:45:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
Kepler-219 b,Kepler-219,1,3,2014,0,4.58551200,0.00000800,-0.00000800,0,0.057000,,,0,9.01000,,,0,0.000000,,,0,456.73,14.99,-14.53,0,1307,,,0,,5786.00,100.00,-100.00,0,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0,4.16,0.15,-0.15,0,787.0700000,10.5790000,-10.5790000
Kepler-219 c,Kepler-219,1,3,2014,0,22.71461300,0.00007500,-0.00007500,0,0.165000,,,0,12.50000,,,0,0.000000,,,0,54.10,1.78,-1.72,0,766,,,0,,5786.00,100.00,-100.00,0,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0,4.16,0.15,-0.15,0,787.0700000,10.5790000,-10.5790000
Kepler-219 d,Kepler-219,1,3,2014,0,47.90364500,0.00030700,-0.00030700,0,0.272000,,,0,19.10000,29.90000,-17.70000,0,0.000000,,,0,20.01,0.66,-0.64,0,598,,,0,,5786.00,100.00,-100.00,0,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0,4.16,0.15,-0.15,0,787.0700000,10.5790000,-10.5790000
Kepler-22 b,Kepler-22,1,1,2011,0,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,36.00000,,,1,0.000000,,,0,0.96,0.01,-0.01,0,262,,,0,G5 V,5518.00,44.00,-44.00,0,0.98,0.02,-0.02,0,0.97,0.06,-0.06,0,4.44,0.06,-0.06,0,194.6420000,0.9270000,-0.9180000
Kepler-220 b,Kepler-220,1,4,2014,0,4.15980700,0.00001000,-0.00001000,0,0.046000,,,0,0.45700,,,0,0.000000,,,0,105.00,1.56,-1.54,0,759,,,0,,4632.00,100.00,-100.00,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,4.65,0.15,-0.15,0,171.1090000,0.6370000,-0.6330000
Kepler-220 c,Kepler-220,1,4,2014,0,9.03419900,0.00000900,-0.00000900,0,0.076000,,,0,3.09000,,,0,0.000000,,,0,37.32,0.56,-0.55,0,586,,,0,,4632.00,100.00,-100.00,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,4.65,0.15,-0.15,0,171.1090000,0.6370000,-0.6330000
Kepler-220 d,Kepler-220,1,4,2014,0,28.12239700,0.00016200,-0.00016200,0,0.163000,,,0,0.90400,,,0,0.000000,,,0,8.21,0.12,-0.12,0,401,,,0,,4632.00,100.00,-100.00,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,4.65,0.15,-0.15,0,171.1090000,0.6370000,-0.6330000
Kepler-220 e,Kepler-220,1,4,2014,0,45.90273300,0.00019200,-0.00019200,0,0.226000,,,0,2.33000,,,0,0.000000,,,0,4.27,0.06,-0.06,0,341,,,0,,4632.00,100.00,-100.00,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0,4.65,0.15,-0.15,0,171.1090000,0.6370000,-0.6330000
Kepler-221 b,Kepler-221,1,4,2014,0,2.79590600,0.00000400,-0.00000400,0,0.037000,,,0,3.57000,,,0,0.000000,,,0,308.88,7.11,-6.96,0,1090,,,0,,5243.00,100.00,-100.00,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.54,0.15,-0.15,0,385.2310000,2.8335000,-2.8335000
Kepler-221 c,Kepler-221,1,4,2014,0,5.69058600,0.00000400,-0.00000400,0,0.059000,,,0,15.10000,10.10000,-6.70000,0,0.000000,,,0,119.84,2.76,-2.70,0,860,,,0,,5243.00,100.00,-100.00,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.54,0.15,-0.15,0,385.2310000,2.8335000,-2.8335000
Kepler-221 d,Kepler-221,1,4,2014,0,10.04156000,0.00001100,-0.00001100,0,0.087000,,,0,7.90000,,,0,0.000000,,,0,56.29,1.30,-1.27,0,712,,,0,,5243.00,100.00,-100.00,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.54,0.15,-0.15,0,385.2310000,2.8335000,-2.8335000
Kepler-221 e,Kepler-221,1,4,2014,0,18.36991700,0.00002900,-0.00002900,0,0.130000,,,0,7.41000,,,0,0.000000,,,0,25.16,0.58,-0.57,0,582,,,0,,5243.00,100.00,-100.00,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0,4.54,0.15,-0.15,0,385.2310000,2.8335000,-2.8335000
Kepler-222 b,Kepler-222,1,3,2014,0,3.93698100,0.00000500,-0.00000500,0,0.048000,,,0,10.10000,,,0,0.000000,,,0,206.77,10.06,-9.54,0,1004,,,0,,5433.00,200.00,-200.00,0,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0,4.55,0.30,-0.30,0,758.8540000,15.0670000,-14.5010000
Kepler-222 c,Kepler-222,1,3,2014,0,10.08881000,0.00001100,-0.00001100,0,0.091000,,,0,19.40000,,,0,0.000000,,,0,59.08,2.88,-2.72,0,734,,,0,,5433.00,200.00,-200.00,0,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0,4.55,0.30,-0.30,0,758.8540000,15.0670000,-14.5010000
Kepler-222 d,Kepler-222,1,3,2014,0,28.08191200,0.00006900,-0.00006900,0,0.180000,,,0,13.20000,,,0,0.000000,,,0,15.09,0.73,-0.70,0,522,,,0,,5433.00,200.00,-200.00,0,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0,4.55,0.30,-0.30,0,758.8540000,15.0670000,-14.5010000
Kepler-223 b,Kepler-223,1,4,2014,0,7.38449000,0.00022000,-0.00022000,0,0.075600,,,0,7.40000,1.30000,-1.10000,0,0.078000,0.015000,-0.017000,0,444.05,60.37,-51.20,0,1042,,,0,,5803.00,25.00,-25.00,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,4.46,0.07,-0.16,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 c,Kepler-223,1,4,2014,0,9.84564000,0.00052000,-0.00051000,0,0.091600,,,0,5.10000,1.70000,-1.10000,0,0.150000,0.019000,-0.051000,0,302.47,41.12,-34.88,0,947,,,0,,5803.00,25.00,-25.00,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,4.46,0.07,-0.16,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 d,Kepler-223,1,4,2014,0,14.78869000,0.00030000,-0.00027000,0,0.120100,,,0,8.00000,1.50000,-1.30000,0,0.037000,0.018000,-0.017000,0,175.95,23.92,-20.29,0,827,,,0,,5803.00,25.00,-25.00,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,4.46,0.07,-0.16,0,1859.7100000,111.0450000,-111.0450000
Kepler-223 e,Kepler-223,1,4,2014,0,19.72567000,0.00055000,-0.00054000,0,0.145500,,,0,4.80000,1.40000,-1.20000,0,0.051000,0.019000,-0.019000,0,119.88,16.30,-13.82,0,751,,,0,,5803.00,25.00,-25.00,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0,4.46,0.07,-0.16,0,1859.7100000,111.0450000,-111.0450000
Kepler-224 b,Kepler-224,1,4,2014,0,3.13292400,0.00001400,-0.00001400,0,0.038000,,,0,2.51000,,,0,0.000000,,,0,201.49,12.23,-11.44,0,937,,,0,,5018.00,100.00,-100.00,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,4.64,0.15,-0.15,0,782.0880000,18.7190000,-17.8790000
Kepler-224 c,Kepler-224,1,4,2014,0,5.92500300,0.00001000,-0.00001000,0,0.058000,,,0,9.91000,,,0,0.000000,,,0,86.33,5.24,-4.90,0,758,,,0,,5018.00,100.00,-100.00,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,4.64,0.15,-0.15,0,782.0880000,18.7190000,-17.8790000
Kepler-224 d,Kepler-224,1,4,2014,0,11.34939300,0.00003400,-0.00003400,0,0.089000,,,0,5.90000,,,0,0.000000,,,0,36.29,2.20,-2.06,0,610,,,0,,5018.00,100.00,-100.00,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,4.64,0.15,-0.15,0,782.0880000,18.7190000,-17.8790000
Kepler-224 e,Kepler-224,1,4,2014,0,18.64357700,0.00008700,-0.00008700,0,0.124000,,,0,4.54000,,,0,0.000000,,,0,18.73,1.14,-1.06,0,517,,,0,,5018.00,100.00,-100.00,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0,4.64,0.15,-0.15,0,782.0880000,18.7190000,-17.8790000
Kepler-225 b,Kepler-225,1,2,2014,0,6.73897500,0.00004100,-0.00004100,0,0.056000,,,0,1.87000,,,0,0.000000,,,0,38.88,2.27,-2.13,0,579,,,0,M1 V,3682.00,150.00,-150.00,0,0.48,0.02,-0.02,0,0.59,0.01,-0.01,0,4.78,0.20,-0.20,0,561.1010000,12.7010000,-12.1600000
Kepler-225 c,Kepler-225,1,2,2014,0,18.79423400,0.00007600,-0.00007600,0,0.111000,,,0,4.04000,,,0,0.000000,,,0,9.90,0.58,-0.54,0,412,,,0,M1 V,3682.00,150.00,-150.00,0,0.48,0.02,-0.02,0,0.59,0.01,-0.01,0,4.78,0.20,-0.20,0,561.1010000,12.7010000,-12.1600000
Kepler-226 b,Kepler-226,1,3,2014,0,3.94099700,0.00002000,-0.00002000,0,0.047000,,,0,24.00000,11.80000,-10.10000,0,0.000000,,,0,270.40,20.16,-18.54,0,1018,,,0,,5571.00,200.00,-200.00,0,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0,4.59,0.30,-0.30,0,980.1380000,26.5920000,-25.2440000
Kepler-226 c,Kepler-226,1,3,2014,0,5.34955500,0.00001400,-0.00001400,0,0.058000,,,0,45.20000,22.50000,-19.10000,0,0.000000,,,0,180.51,13.46,-12.38,0,919,,,0,,5571.00,200.00,-200.00,0,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0,4.59,0.30,-0.30,0,980.1380000,26.5920000,-25.2440000
Kepler-226 d,Kepler-226,1,3,2014,0,8.10904400,0.00009400,-0.00009400,0,0.076000,,,0,1.98000,,,0,0.000000,,,0,103.64,7.73,-7.11,0,800,,,0,,5571.00,200.00,-200.00,0,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0,4.59,0.30,-0.30,0,980.1380000,26.5920000,-25.2440000
Kepler-227 b,Kepler-227,1,2,2014,0,9.48801500,0.00003900,-0.00003900,0,0.090000,,,0,9.85000,,,0,0.000000,,,0,104.64,8.01,-7.37,0,793,,,0,,5854.00,200.00,-200.00,0,1.09,0.55,-0.55,0,0.92,0.05,-0.05,0,4.40,0.30,-0.30,0,1083.0600000,29.6700000,-29.6700000
Kepler-227 c,Kepler-227,1,2,2014,0,54.41869400,0.00046000,-0.00046000,0,0.290000,,,0,9.48000,,,0,0.000000,,,0,10.19,0.78,-0.72,0,443,,,0,,5854.00,200.00,-200.00,0,1.09,0.55,-0.55,0,0.92,0.05,-0.05,0,4.40,0.30,-0.30,0,1083.0600000,29.6700000,-29.6700000
Kepler-228 b,Kepler-228,1,3,2014,0,2.56654600,0.00002600,-0.00002600,0,0.038000,,,0,2.96000,,,0,0.000000,,,0,863.78,104.34,-91.56,0,1360,,,0,,6043.00,200.00,-200.00,0,1.01,0.47,-0.47,0,0.95,0.06,-0.05,0,4.47,0.30,-0.30,0,1644.6100000,79.3200000,-72.4600000
Kepler-228 c,Kepler-228,1,3,2014,0,4.13444400,0.00001800,-0.00001800,0,0.052000,,,0,7.75000,,,0,0.000000,,,0,457.32,55.24,-48.47,0,1160,,,0,,6043.00,200.00,-200.00,0,1.01,0.47,-0.47,0,0.95,0.06,-0.05,0,4.47,0.30,-0.30,0,1644.6100000,79.3200000,-72.4600000
Kepler-228 d,Kepler-228,1,3,2014,0,11.09428600,0.00003600,-0.00003600,0,0.101000,,,0,15.40000,,,0,0.000000,,,0,122.78,14.83,-13.01,0,835,,,0,,6043.00,200.00,-200.00,0,1.01,0.47,-0.47,0,0.95,0.06,-0.05,0,4.47,0.30,-0.30,0,1644.6100000,79.3200000,-72.4600000
Kepler-229 b,Kepler-229,1,3,2014,0,6.25297200,0.00002100,-0.00002100,0,0.062000,,,0,5.48000,,,0,0.000000,,,0,76.22,5.92,-5.43,0,823,,,0,,5120.00,200.00,-200.00,0,0.73,0.26,-0.26,0,0.80,0.04,-0.04,0,4.63,0.30,-0.30,0,826.2650000,23.8720000,-22.5910000
Kepler-229 c,Kepler-229,1,3,2014,0,16.06863800,0.00001900,-0.00001900,0,0.117000,,,0,21.50000,,,0,0.000000,,,0,21.64,1.68,-1.54,0,600,,,0,,5120.00,200.00,-200.00,0,0.73,0.26,-0.26,0,0.80,0.04,-0.04,0,4.63,0.30,-0.30,0,826.2650000,23.8720000,-22.5910000
Kepler-229 d,Kepler-229,1,3,2014,0,41.19491200,0.00024800,-0.00024800,0,0.220000,,,0,14.20000,,,0,0.000000,,,0,6.16,0.48,-0.44,0,439,,,0,,5120.00,200.00,-200.00,0,0.73,0.26,-0.26,0,0.80,0.04,-0.04,0,4.63,0.30,-0.30,0,826.2650000,23.8720000,-22.5910000
Kepler-23 b,Kepler-23,1,3,2011,0,7.10730000,,,0,0.075000,,,0,254.30000,,,1,0.060000,0.260000,-0.060000,0,446.11,14.58,-14.12,0,1157,,,0,,5760.00,124.00,-124.00,0,1.52,0.24,-0.30,0,1.11,0.09,-0.12,0,4.00,0.14,-0.14,0,835.7560000,11.4630000,-11.1630000
Kepler-23 c,Kepler-23,1,3,2011,0,10.74210000,,,0,0.099000,,,0,858.10000,,,1,0.020000,0.390000,-0.020000,0,257.39,8.41,-8.14,0,1008,,,0,,5760.00,124.00,-124.00,0,1.52,0.24,-0.30,0,1.11,0.09,-0.12,0,4.00,0.14,-0.14,0,835.7560000,11.4630000,-11.1630000
Kepler-23 d,Kepler-23,1,3,2014,0,15.27429900,0.00010400,-0.00010400,0,0.124000,,,0,17.60000,13.70000,-11.90000,0,0.080000,0.240000,-0.080000,0,161.04,5.26,-5.10,0,896,,,0,,5828.00,100.00,-100.00,0,1.55,0.05,-0.05,0,1.10,0.04,-0.03,0,4.09,0.06,-0.06,0,835.7560000,11.4630000,-11.1630000
Kepler-230 b,Kepler-230,1,2,2014,0,32.62555500,0.00012600,-0.00012600,0,0.191000,,,0,16.80000,,,0,0.000000,,,0,11.82,0.60,-0.57,0,506,,,0,,5588.00,200.00,-200.00,0,0.82,0.41,-0.41,0,0.84,0.05,-0.06,0,4.55,0.30,-0.30,0,740.7540000,13.8660000,-13.3740000
Kepler-230 c,Kepler-230,1,2,2014,0,91.77324200,0.00161800,-0.00161800,0,0.380000,,,0,4.82000,,,0,0.000000,,,0,2.98,0.15,-0.14,0,359,,,0,,5588.00,200.00,-200.00,0,0.82,0.41,-0.41,0,0.84,0.05,-0.06,0,4.55,0.30,-0.30,0,740.7540000,13.8660000,-13.3740000
Kepler-231 b,Kepler-231,1,2,2014,0,10.06527500,0.00002700,-0.00002700,0,0.074000,,,0,35.40000,19.70000,-16.60000,0,0.000000,,,0,14.88,1.53,-1.41,0,488,,,0,M1 V,3767.00,150.00,-150.00,0,0.49,0.02,-0.02,0,0.58,0.01,-0.01,0,4.78,0.20,-0.20,0,316.6180000,3.3480000,-3.2810000
Kepler-231 c,Kepler-231,1,2,2014,0,19.27156600,0.00009900,-0.00009900,0,0.114000,,,0,24.10000,13.50000,-11.20000,0,0.000000,,,0,6.27,0.64,-0.59,0,393,,,0,M1 V,3767.00,150.00,-150.00,0,0.49,0.02,-0.02,0,0.58,0.01,-0.01,0,4.78,0.20,-0.20,0,316.6180000,3.3480000,-3.2810000
Kepler-232 b,Kepler-232,1,2,2014,0,4.43122200,0.00001100,-0.00001100,0,0.054000,,,0,9.69000,,,0,0.000000,,,0,410.58,37.07,-33.47,0,1104,,,0,,5847.00,200.00,-200.00,0,0.97,0.46,-0.46,0,0.97,0.06,-0.05,0,4.50,0.30,-0.30,0,1349.1300000,48.3800000,-45.1900000
Kepler-232 c,Kepler-232,1,2,2014,0,11.37934900,0.00004400,-0.00004400,0,0.101000,,,0,14.00000,,,0,0.000000,,,0,116.52,10.52,-9.50,0,806,,,0,,5847.00,200.00,-200.00,0,0.97,0.46,-0.46,0,0.97,0.06,-0.05,0,4.50,0.30,-0.30,0,1349.1300000,48.3800000,-45.1900000
Kepler-233 b,Kepler-233,1,2,2014,0,8.47238200,0.00002600,-0.00002600,0,0.077000,,,0,6.48000,,,0,0.000000,,,0,85.13,4.97,-4.67,0,751,,,0,,5360.00,200.00,-200.00,0,0.76,0.21,-0.21,0,0.85,0.02,-0.02,0,4.61,0.30,-0.30,0,856.4170000,19.3280000,-18.5060000
Kepler-233 c,Kepler-233,1,2,2014,0,60.41895500,0.00063000,-0.00063000,0,0.287000,,,0,7.80000,,,0,0.000000,,,0,6.20,0.36,-0.34,0,390,,,0,,5360.00,200.00,-200.00,0,0.76,0.21,-0.21,0,0.85,0.02,-0.02,0,4.61,0.30,-0.30,0,856.4170000,19.3280000,-18.5060000
Kepler-234 b,Kepler-234,1,2,2014,0,2.71150600,0.00000600,-0.00000600,0,0.040000,,,0,13.20000,,,0,0.000000,,,0,1007.72,130.03,-112.54,0,1420,,,0,,6224.00,200.00,-200.00,0,1.11,0.49,-0.49,0,1.11,0.08,-0.07,0,4.42,0.30,-0.30,0,1733.1000000,94.6300000,-85.4700000
Kepler-234 c,Kepler-234,1,2,2014,0,7.21205000,0.00002200,-0.00002200,0,0.077000,,,0,12.10000,,,0,0.000000,,,0,273.30,35.26,-30.52,0,1025,,,0,,6224.00,200.00,-200.00,0,1.11,0.49,-0.49,0,1.11,0.08,-0.07,0,4.42,0.30,-0.30,0,1733.1000000,94.6300000,-85.4700000
Kepler-235 b,Kepler-235,1,4,2014,0,3.34022200,0.00000500,-0.00000500,0,0.037000,,,0,5.60000,,,0,0.000000,,,0,44.00,6.50,-5.20,0,731,67,-52,0,M0 V,4255.00,100.00,-100.00,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,4.73,0.15,-0.15,0,428.0180000,6.6950000,-6.4950000
Kepler-235 c,Kepler-235,1,4,2014,0,7.82490400,0.00005500,-0.00005500,0,0.065000,,,0,2.18000,,,0,0.000000,,,0,14.20,2.10,-1.70,0,555,43,-46,0,M0 V,4255.00,100.00,-100.00,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,4.73,0.15,-0.15,0,428.0180000,6.6950000,-6.4950000
Kepler-235 d,Kepler-235,1,4,2014,0,20.06054800,0.00009900,-0.00009900,0,0.122000,,,0,4.86000,,,0,0.000000,,,0,4.03,0.60,-0.48,0,401,38,-27,0,M0 V,4255.00,100.00,-100.00,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,4.73,0.15,-0.15,0,428.0180000,6.6950000,-6.4950000
Kepler-235 e,Kepler-235,1,4,2014,0,46.18366900,0.00042500,-0.00042500,0,0.213000,,,0,5.56000,,,0,0.000000,,,0,1.33,0.20,-0.16,0,306,24,-25,0,M0 V,4255.00,100.00,-100.00,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,4.73,0.15,-0.15,0,428.0180000,6.6950000,-6.4950000
Kepler-236 b,Kepler-236,1,2,2014,0,8.29561100,0.00003200,-0.00003200,0,0.065000,,,0,3.09000,,,0,0.000000,,,0,15.63,1.59,-1.47,0,469,,,0,M1 V,3750.00,150.00,-150.00,0,0.51,0.02,-0.02,0,0.60,0.02,-0.02,0,4.75,0.20,-0.20,0,288.7630000,2.2650000,-2.2650000
Kepler-236 c,Kepler-236,1,2,2014,0,23.96812700,0.00017400,-0.00017400,0,0.132000,,,0,4.66000,,,0,0.000000,,,0,3.80,0.39,-0.36,0,329,,,0,M1 V,3750.00,150.00,-150.00,0,0.51,0.02,-0.02,0,0.60,0.02,-0.02,0,4.75,0.20,-0.20,0,288.7630000,2.2650000,-2.2650000
Kepler-237 b,Kepler-237,1,2,2014,0,4.71510600,0.00003000,-0.00003000,0,0.050000,,,0,2.57000,,,0,0.000000,,,0,124.96,5.84,-5.54,0,823,,,0,,4861.00,200.00,-200.00,0,0.72,0.38,-0.38,0,0.70,0.02,-0.02,0,4.58,0.30,-0.30,0,657.8220000,10.4290000,-10.1130000
Kepler-237 c,Kepler-237,1,2,2014,0,8.10363600,0.00003200,-0.00003200,0,0.071000,,,0,4.98000,,,0,0.000000,,,0,60.64,2.84,-2.69,0,687,,,0,,4861.00,200.00,-200.00,0,0.72,0.38,-0.38,0,0.70,0.02,-0.02,0,4.58,0.30,-0.30,0,657.8220000,10.4290000,-10.1130000
Kepler-238 b,Kepler-238,1,5,2014,0,2.09087600,0.00002000,-0.00002000,0,0.034000,,,0,3.64000,,,0,0.000000,,,0,2500.59,231.35,-207.68,0,1642,,,0,,5751.00,100.00,-100.00,0,1.43,0.26,-0.26,0,1.06,0.07,-0.05,0,4.19,0.15,-0.15,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 c,Kepler-238,1,5,2014,0,6.15555700,0.00005000,-0.00005000,0,0.069000,,,0,6.30000,,,0,0.000000,,,0,592.30,54.80,-49.19,0,1146,,,0,,5751.00,100.00,-100.00,0,1.43,0.26,-0.26,0,1.06,0.07,-0.05,0,4.19,0.15,-0.15,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 d,Kepler-238,1,5,2014,0,13.23354900,0.00008100,-0.00008100,0,0.115000,,,0,9.64000,,,0,0.000000,,,0,213.48,19.75,-17.73,0,888,,,0,,5751.00,100.00,-100.00,0,1.43,0.26,-0.26,0,1.06,0.07,-0.05,0,4.19,0.15,-0.15,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 e,Kepler-238,1,5,2013,0,23.65400000,,,0,0.165800,,,0,169.70000,71.70000,-69.10000,0,0.000000,,,0,98.46,9.11,-8.18,0,731,,,0,,5732.00,64.84,-71.85,0,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0,4.49,0.04,-0.30,0,1798.7500000,75.2100000,-69.5100000
Kepler-238 f,Kepler-238,1,5,2013,0,50.44700000,,,0,0.274700,,,0,13.50000,2.90000,-2.50000,0,0.000000,,,0,35.87,3.32,-2.98,0,568,,,0,,5732.00,64.84,-71.85,0,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0,4.49,0.04,-0.30,0,1798.7500000,75.2100000,-69.5100000
Kepler-239 b,Kepler-239,1,2,2014,0,11.76305100,0.00003400,-0.00003400,0,0.095000,,,0,6.04000,,,0,0.000000,,,0,34.75,1.86,-1.76,0,616,,,0,,4914.00,100.00,-100.00,0,0.76,0.04,-0.04,0,0.76,0.02,-0.02,0,4.58,0.15,-0.15,0,648.1090000,13.3320000,-13.3320000
Kepler-239 c,Kepler-239,1,2,2014,0,56.22809800,0.00058000,-0.00058000,0,0.268000,,,0,6.85000,,,0,0.000000,,,0,4.32,0.23,-0.22,0,366,,,0,,4914.00,100.00,-100.00,0,0.76,0.04,-0.04,0,0.76,0.02,-0.02,0,4.58,0.15,-0.15,0,648.1090000,13.3320000,-13.3320000
Kepler-24 b,Kepler-24,1,4,2011,0,8.14530000,,,0,0.080000,,,0,508.50000,,,1,0.000000,,,0,252.25,17.07,-15.79,0,1050,,,0,,5800.00,200.00,-200.00,0,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0,4.34,0.30,-0.30,0,1156.8100000,32.0800000,-32.0800000
Kepler-24 c,Kepler-24,1,4,2011,0,12.33350000,,,0,0.106000,,,0,508.50000,,,1,0.000000,,,0,144.83,9.80,-9.07,0,915,,,0,,5800.00,200.00,-200.00,0,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0,4.34,0.30,-0.30,0,1156.8100000,32.0800000,-32.0800000
